Wall time,Step,Value
1680962702.7745383,1105,52.58063507080078
1680962950.5697887,1106,53.509334564208984
1680963445.7570302,1108,53.3694953918457
1680964188.7985928,1111,54.03715133666992
1680964436.5000787,1112,52.75299835205078
1680965179.5010712,1115,53.30454635620117
1680965674.9705334,1117,52.914833068847656
1680966418.0091789,1120,53.023048400878906
1680967161.040138,1123,53.154422760009766
1680967408.5917525,1124,52.68159866333008
1680967656.3457973,1125,53.39981460571289
1680967903.9865685,1126,53.50101852416992
1680968151.641929,1127,53.29357147216797
1680968399.2857406,1128,52.366798400878906
1680968646.97456,1129,53.28734588623047
1680968894.684889,1130,53.11727523803711
1680969142.2451313,1131,52.77546310424805
1680969389.7178626,1132,53.50405502319336
1680969885.047074,1134,53.01411819458008
1680970132.6429536,1135,53.67230987548828
1680970380.2369037,1136,53.8006591796875
1680971123.197287,1139,52.62455368041992
1680971370.7095857,1140,54.421966552734375
1680971867.5029979,1142,53.74233627319336
1680972115.0860915,1143,52.21352005004883
1680972610.4962347,1145,53.99415969848633
1680973849.3129075,1150,52.90938949584961
1680974097.8134942,1151,52.645103454589844
1680974345.4552195,1152,52.596866607666016
1680974593.0441544,1153,52.59339141845703
1680974841.0520396,1154,52.43263626098633
1680975336.3070686,1156,53.00983810424805
1680975583.8885756,1157,53.529380798339844
1680975831.6814942,1158,52.58390426635742
1680976079.26249,1159,52.658870697021484
1680976574.4750416,1161,53.56752014160156
1680976822.1842186,1162,52.84147644042969
1680977069.9037857,1163,53.10245895385742
1680977565.2110116,1165,52.11478805541992
1680977812.8975024,1166,53.135154724121094
1680978060.5661106,1167,53.86854553222656
1680978308.2681508,1168,52.805824279785156
1680980785.2184007,1178,52.366188049316406
1680981528.3016682,1181,52.99542236328125
1680981775.932775,1182,53.73362731933594
1680982023.546099,1183,52.61541748046875
1680982271.1609433,1184,52.6987190246582
1680982766.5436091,1186,52.465057373046875
1680983014.1769247,1187,52.81020736694336
1680983261.8032873,1188,52.483829498291016
1680983757.0463834,1190,53.48197937011719
1680984500.0833657,1193,53.05136489868164
1680984747.66691,1194,52.34858703613281
1680984995.3154545,1195,53.39690399169922
1680985243.097325,1196,53.30955123901367
1680985491.1086428,1197,53.1171760559082
1680985738.7712328,1198,53.35179901123047
1680985986.446865,1199,53.180381774902344
1680986233.976466,1200,52.251155853271484
1680986730.3157265,1202,52.56316375732422
1680987225.6467354,1204,52.24149703979492
1680987473.2829616,1205,52.27594757080078
1680987968.7803078,1207,53.457855224609375
1680988464.1936789,1209,52.6085319519043
1680988959.683248,1211,52.90534973144531
1680989207.2520165,1212,52.60651779174805
